Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0010008~endosome membrane	5	5.747126436781609	0.027298074988299996	MRC1, TLR9, EGFR, MYD88, TLR3	87	273	20647	4.34655382931245	0.994798156063884	0.22550583685986952	0.20651587165061736
GOTERM_CC_DIRECT	GO:0005901~caveola	3	3.4482758620689653	0.039114204791346606	MAPK1, FASLG, PTGS2	87	75	20647	9.49287356321839	0.9994899216187465	0.29964987956825057	0.27441620549934526
GOTERM_CC_DIRECT	GO:0005641~nuclear envelope lumen	2	2.2988505747126435	0.04088917489348458	ALOX5, PTGES	87	10	20647	47.46436781609196	0.9996410196979126	0.29964987956825057	0.27441620549934526
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	5	5.747126436781609	0.04100472036197113	IL6, ALB, MAPK1, F2, PTGS2	87	311	20647	3.81546365081125	0.9996491437608754	0.29964987956825057	0.27441620549934526
GOTERM_CC_DIRECT	GO:0030141~secretory granule	3	3.4482758620689653	0.06080081614371457	POMC, IL1B, DMD	87	96	20647	7.416307471264368	0.9999933324813809	0.42785759508539883	0.39182748181504945
GOTERM_CC_DIRECT	GO:0043235~receptor complex	4	4.597701149425287	0.06772808658953813	ITGB2, PPARG, EGFR, TLR2	87	225	20647	4.219054916985951	0.9999983665942564	0.45958344471472307	0.4208816809492727
GOTERM_CC_DIRECT	GO:0031527~filopodium membrane	2	2.2988505747126435	0.0724069480127666	DMD, HLA-G	87	18	20647	26.369093231162196	0.999999372053678	0.47439034904916055	0.43444168807659966
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	11	12.643678160919542	0.07953067381858908	MUC1, ENTPD1, CD40, MRC1, CD28, FASLG, CD46, TNF, EGFR, TLR3, TLR2	87	1453	20647	1.7966553543599848	0.9999998548654151	0.49108918412398517	0.44973430546091275
GOTERM_CC_DIRECT	GO:0036020~endolysosome membrane	2	2.2988505747126435	0.08012507740970284	TLR9, TLR3	87	20	20647	23.73218390804598	0.9999998716286573	0.49108918412398517	0.44973430546091275
GOTERM_CC_DIRECT	GO:1905370~serine-type endopeptidase complex	2	2.2988505747126435	0.08777972794263442	CFH, F2	87	22	20647	21.57471264367816	0.9999999737610378	0.5211921346593918	0.4773022706880746
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription factor complex	3	3.4482758620689653	0.09447919130106115	PPARG, HIF1A, NFE2L2	87	124	20647	5.741657397107898	0.9999999935330038	0.5280285348905182	0.48356297405763243
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	7	8.045977011494253	0.0944893167698822	PIK3CA, ALOX5, FASLG, PPARG, DMD, EGFR, PTGES	87	754	20647	2.2032531479618283	0.9999999935467289	0.5280285348905182	0.48356297405763243
